,date,site_0,site_1,weekday,week_id,day_id,year_day
60,2009-03-02,12.72038283421888,7.6722800564567235,0,-565,-3957,58
61,2009-03-03,12.623875737150989,5.170476241025227,1,-565,-3956,59
62,2009-03-04,12.462815242586391,5.153308954096947,2,-565,-3955,60
63,2009-03-05,12.202281401271987,6.429348982686504,3,-565,-3954,61
64,2009-03-06,12.627251576632595,6.40011773139288,4,-565,-3953,62
65,2009-03-07,12.54314803986917,8.386113712218169,5,-565,-3952,63
66,2009-03-08,11.997904617319215,9.414969528451419,6,-564,-3951,64
67,2009-03-09,12.417659763437266,9.393697706128515,0,-564,-3950,65
68,2009-03-10,12.818391738543905,9.503969595395045,1,-564,-3949,66
69,2009-03-11,13.244351017795655,10.066443283749921,2,-564,-3948,67
70,2009-03-12,13.100369485002455,9.413927635281098,3,-564,-3947,68
71,2009-03-13,13.640809499815878,9.15039496598615,4,-564,-3946,69
72,2009-03-14,12.58684061288817,8.94666164842868,5,-564,-3945,70
73,2009-03-15,13.425892758284276,9.688335588158058,6,-563,-3944,71
74,2009-03-16,13.041069164519856,9.884846917108373,0,-563,-3943,72
75,2009-03-17,12.225830892685705,9.774310490057118,1,-563,-3942,73
76,2009-03-18,12.855780434757694,9.370546765040455,2,-563,-3941,74
77,2009-03-19,12.787988208626432,8.509122511744296,3,-563,-3940,75
78,2009-03-20,13.618629790831802,8.013012391265281,4,-563,-3939,76
79,2009-03-21,11.786023921903537,8.1274358458409,5,-563,-3938,77
80,2009-03-22,11.448470331231038,8.344573064281445,6,-562,-3937,78
81,2009-03-23,12.294412215227617,8.320396135197146,0,-562,-3936,79
82,2009-03-24,12.630241503092657,8.54689053117252,1,-562,-3935,80
83,2009-03-25,12.162643669747258,9.76365835833572,2,-562,-3934,81
84,2009-03-26,12.322483852719346,11.011433787807697,3,-562,-3933,82
85,2009-03-27,11.780280179582935,10.109377701216157,4,-562,-3932,83
86,2009-03-28,10.768960823835704,9.396632973777463,5,-562,-3931,84
87,2009-03-29,11.837146846687492,11.01696238122395,6,-561,-3930,85
88,2009-03-30,11.84442595350988,10.893958801879114,0,-561,-3929,86
89,2009-03-31,10.702718732125879,11.261342258890624,1,-561,-3928,87
90,2009-04-01,10.110170045004725,9.778331006913836,2,-561,-3927,88
91,2009-04-02,10.999877364512884,11.089610451349177,3,-561,-3926,89
92,2009-04-03,10.387509583531104,10.833154035767663,4,-561,-3925,90
93,2009-04-04,11.087424082888749,11.766584834092718,5,-561,-3924,91
94,2009-04-05,10.74646942673016,13.2677818760171,6,-560,-3923,92
95,2009-04-06,10.753311235323464,13.805838992218314,0,-560,-3922,93
96,2009-04-07,11.106331385965225,11.85989306663654,1,-560,-3921,94
97,2009-04-08,11.117027356305442,9.320712958406972,2,-560,-3920,95
98,2009-04-09,10.974171902018977,9.25592097851475,3,-560,-3919,96
99,2009-04-10,11.892532158742057,10.877519236851505,4,-560,-3918,97
100,2009-04-11,11.284669518688366,11.27685862962148,5,-560,-3917,98
101,2009-04-12,11.860204112027912,12.392650891576311,6,-559,-3916,99
102,2009-04-13,11.572041156841195,11.198407791053416,0,-559,-3915,100
103,2009-04-14,10.619911955994516,11.89413292878738,1,-559,-3914,101
104,2009-04-15,10.366032503507112,13.10133829830888,2,-559,-3913,102
105,2009-04-16,10.488231888896342,13.959354935630802,3,-559,-3912,103
106,2009-04-17,9.72417833377949,14.04407269763839,4,-559,-3911,104
107,2009-04-18,9.816772373672482,12.39667553980692,5,-559,-3910,105
108,2009-04-19,10.716329860632989,12.47249700835865,6,-558,-3909,106
109,2009-04-20,10.785166326856729,12.711361083613891,0,-558,-3908,107
110,2009-04-21,10.858037945876049,11.738134740824945,1,-558,-3907,108
111,2009-04-22,11.422395371350863,10.51529277996008,2,-558,-3906,109
112,2009-04-23,11.60985120117618,10.611994591202947,3,-558,-3905,110
113,2009-04-24,10.369900625193198,11.428987148104726,4,-558,-3904,111
114,2009-04-25,11.531929138195991,10.277873266044992,5,-558,-3903,112
115,2009-04-26,11.038280285914176,10.421459953664893,6,-557,-3902,113
116,2009-04-27,10.389415724936926,11.232073768531595,0,-557,-3901,114
117,2009-04-28,10.4115631771376,11.794116580305793,1,-557,-3900,115
118,2009-04-29,9.965858646770792,10.49956598978782,2,-557,-3899,116
119,2009-04-30,9.517458148130086,10.002185422183906,3,-557,-3898,117
120,2009-05-01,9.919605710979576,10.793317996481024,4,-557,-3897,118
121,2009-05-02,10.051917432099131,10.318784392569329,5,-557,-3896,119
122,2009-05-03,9.826572877971365,10.523843962756105,6,-556,-3895,120
123,2009-05-04,9.993325653791732,11.680517540751037,0,-556,-3894,121
124,2009-05-05,9.275395325051754,10.010498410949722,1,-556,-3893,122
125,2009-05-06,9.85280003221122,11.031355159567171,2,-556,-3892,123
126,2009-05-07,9.854420309025802,10.420201609405078,3,-556,-3891,124
127,2009-05-08,9.220032353345825,10.287951483320489,4,-556,-3890,125
128,2009-05-09,8.72482662237402,9.926727430782105,5,-556,-3889,126
129,2009-05-10,8.417875714187167,9.633911924579895,6,-555,-3888,127
130,2009-05-11,8.00629232786297,9.968510336329695,0,-555,-3887,128
131,2009-05-12,8.171233725880956,10.963415096433332,1,-555,-3886,129
132,2009-05-13,7.945169420666145,10.488722601819376,2,-555,-3885,130
133,2009-05-14,7.519334609380523,11.083183577550358,3,-555,-3884,131
134,2009-05-15,7.472008155422561,10.6857815454177,4,-555,-3883,132
135,2009-05-16,7.708050898968692,9.666379472781538,5,-555,-3882,133
136,2009-05-17,7.795543732026928,10.809291362587288,6,-554,-3881,134
137,2009-05-18,8.349124871913496,10.35880187070823,0,-554,-3880,135
138,2009-05-19,7.718418852784811,10.44853343123873,1,-554,-3879,136
139,2009-05-20,7.748287911731217,10.557073413729185,2,-554,-3878,137
140,2009-05-21,8.178432280915288,10.312632812913286,3,-554,-3877,138
141,2009-05-22,7.89013566010384,10.472661578680487,4,-554,-3876,139
142,2009-05-23,7.647516385484685,10.291851413723249,5,-554,-3875,140
143,2009-05-24,8.988439018443945,11.03917931053836,6,-553,-3874,141
144,2009-05-25,9.130184394423765,12.111658069031137,0,-553,-3873,142
145,2009-05-26,9.098374219370926,11.503007701757928,1,-553,-3872,143
146,2009-05-27,7.9475172148929465,13.014002185714624,2,-553,-3871,144
147,2009-05-28,8.503336047241172,11.639837549728208,3,-553,-3870,145
148,2009-05-29,8.452948304918447,12.471194456186735,4,-553,-3869,146
149,2009-05-30,8.852927072182316,12.33228916457387,5,-553,-3868,147
150,2009-05-31,6.977724660919351,10.800376833738367,6,-552,-3867,148
151,2009-06-01,6.245171902341451,11.739607828930065,0,-552,-3866,149
152,2009-06-02,6.4895718933817355,10.56747921212381,1,-552,-3865,150
153,2009-06-03,6.749370387260764,10.67370630150895,2,-552,-3864,151
154,2009-06-04,6.780892745155561,10.598890881895464,3,-552,-3863,152
155,2009-06-05,7.3730672944235645,11.218528039419327,4,-552,-3862,153
156,2009-06-06,6.371456748483316,11.657430842903386,5,-552,-3861,154
157,2009-06-07,7.703611428780562,11.624224679790576,6,-551,-3860,155
158,2009-06-08,6.600619961310814,10.596440606779437,0,-551,-3859,156
159,2009-06-09,7.369511537480997,11.283019884026288,1,-551,-3858,157
160,2009-06-10,7.057381323682275,12.445808033756483,2,-551,-3857,158
161,2009-06-11,7.20094799620025,12.62294027672381,3,-551,-3856,159
162,2009-06-12,6.390753347164155,12.082449984593307,4,-551,-3855,160
163,2009-06-13,7.663206061272966,12.590416958143136,5,-551,-3854,161
164,2009-06-14,7.222996049161215,11.501153549549862,6,-550,-3853,162
165,2009-06-15,7.822333342591202,11.152731406133947,0,-550,-3852,163
166,2009-06-16,8.381235388335703,9.913131169393887,1,-550,-3851,164
167,2009-06-17,6.4513730622672725,9.880209187330305,2,-550,-3850,165
168,2009-06-18,6.4185243991263,10.221035151440104,3,-550,-3849,166
169,2009-06-19,6.212813963977637,10.473281982553685,4,-550,-3848,167
170,2009-06-20,5.9907835259732805,9.890560059222764,5,-550,-3847,168
171,2009-06-21,6.5476633123223,8.081423265747492,6,-549,-3846,169
172,2009-06-22,6.641171949344668,10.982854950641698,0,-549,-3845,170
173,2009-06-23,6.948097559888632,11.476484679826173,1,-549,-3844,171
174,2009-06-24,6.17689687954611,10.994302066387572,2,-549,-3843,172
175,2009-06-25,5.389662316606275,10.753698704831049,3,-549,-3842,173
176,2009-06-26,5.147122422161463,9.869239005338537,4,-549,-3841,174
177,2009-06-27,5.789163358453473,10.561437660064511,5,-549,-3840,175
178,2009-06-28,5.651218844101324,10.499811702597388,6,-548,-3839,176
179,2009-06-29,6.239595231527834,11.271809864854204,0,-548,-3838,177
180,2009-06-30,5.218281935908439,10.842485396120386,1,-548,-3837,178
181,2009-07-01,6.378464205483882,10.859970972760719,2,-548,-3836,179
182,2009-07-02,5.1549098597386935,10.865341798942596,3,-548,-3835,180
183,2009-07-03,4.9587432934126925,10.148866701200904,4,-548,-3834,181
184,2009-07-04,5.673871018176975,10.910030639786454,5,-548,-3833,182
185,2009-07-05,5.968957983228593,11.444703306910947,6,-547,-3832,183
186,2009-07-06,5.4488744167903835,10.370925827737901,0,-547,-3831,184
187,2009-07-07,6.216571605569677,10.597647390109705,1,-547,-3830,185
188,2009-07-08,5.155359091478559,10.82050009874232,2,-547,-3829,186
189,2009-07-09,5.174304659878616,10.85674545657462,3,-547,-3828,187
190,2009-07-10,6.007416266797397,10.282661298473185,4,-547,-3827,188
191,2009-07-11,5.596888300475051,10.534344821907258,5,-547,-3826,189
192,2009-07-12,5.808827436267054,10.183077470407422,6,-546,-3825,190
193,2009-07-13,5.70982563609686,10.069679270925516,0,-546,-3824,191
194,2009-07-14,5.240452444223413,11.037395330264507,1,-546,-3823,192
195,2009-07-15,5.1693012230082225,11.655432876801985,2,-546,-3822,193
196,2009-07-16,5.824023581698814,11.159297580111614,3,-546,-3821,194
197,2009-07-17,6.149832628118489,11.760269556663749,4,-546,-3820,195
198,2009-07-18,6.142804099237551,11.801763464691136,5,-546,-3819,196
199,2009-07-19,5.068667877370647,11.884280533311907,6,-545,-3818,197
200,2009-07-20,4.900208583954784,11.399531276065794,0,-545,-3817,198
201,2009-07-21,4.934644963752442,10.628359995430255,1,-545,-3816,199
202,2009-07-22,4.767176670918348,11.05880728690405,2,-545,-3815,200
203,2009-07-23,5.063873639826841,11.862060090455152,3,-545,-3814,201
204,2009-07-24,5.08706953190192,12.329334646672233,4,-545,-3813,202
205,2009-07-25,4.162635382198953,11.378431605586396,5,-545,-3812,203
206,2009-07-26,5.068711905429401,11.139816737248356,6,-544,-3811,204
207,2009-07-27,4.720127525270433,10.761933395720442,0,-544,-3810,205
208,2009-07-28,4.606944738641335,11.391719683763199,1,-544,-3809,206
209,2009-07-29,5.340012065323193,11.277351971030566,2,-544,-3808,207
210,2009-07-30,4.928553927165832,11.905717145078489,3,-544,-3807,208
211,2009-07-31,5.2774861374568705,10.457181312405357,4,-544,-3806,209
212,2009-08-01,4.592477931283866,10.782394483435276,5,-544,-3805,210
213,2009-08-02,4.461596681055716,10.651857441684983,6,-543,-3804,211
214,2009-08-03,4.00572380376725,11.179682767066122,0,-543,-3803,212
215,2009-08-04,5.685309443846671,10.893621702528321,1,-543,-3802,213
216,2009-08-05,5.478057792114388,10.043361618997022,2,-543,-3801,214
217,2009-08-06,5.558269106718108,10.196109595253091,3,-543,-3800,215
218,2009-08-07,5.347614934925675,10.532602097212333,4,-543,-3799,216
219,2009-08-08,5.207997274563619,10.67669317259737,5,-543,-3798,217
220,2009-08-09,5.49654826551994,10.459488327069074,6,-542,-3797,218
221,2009-08-10,3.5550919034869457,10.91976498635273,0,-542,-3796,219
222,2009-08-11,4.3149202040370405,10.13068651754002,1,-542,-3795,220
223,2009-08-12,4.941635348972312,10.592829187798104,2,-542,-3794,221
224,2009-08-13,4.310543285399264,11.43156836689425,3,-542,-3793,222
225,2009-08-14,3.7360613605199324,11.163801387773848,4,-542,-3792,223
226,2009-08-15,4.019129495635649,10.406144104453485,5,-542,-3791,224
227,2009-08-16,4.820927203377227,10.367490187641192,6,-541,-3790,225
228,2009-08-17,3.8423540266470915,9.778445385672445,0,-541,-3789,226
229,2009-08-18,4.393090953924032,11.136908150118982,1,-541,-3788,227
230,2009-08-19,4.560354836264228,11.055842504576763,2,-541,-3787,228
231,2009-08-20,4.9179236721639565,11.070361942902915,3,-541,-3786,229
232,2009-08-21,4.794718482230969,11.244822421288154,4,-541,-3785,230
233,2009-08-22,5.096996656498757,11.466839867716986,5,-541,-3784,231
234,2009-08-23,4.2036339076809845,11.372898030287576,6,-540,-3783,232
235,2009-08-24,4.862596865036708,11.416608457554274,0,-540,-3782,233
236,2009-08-25,4.623122147180057,11.10391793664596,1,-540,-3781,234
237,2009-08-26,4.30952070331228,10.71990420442858,2,-540,-3780,235
238,2009-08-27,4.819258931446821,11.333976781852192,3,-540,-3779,236
239,2009-08-28,4.335543108023817,11.119243658123178,4,-540,-3778,237
240,2009-08-29,5.500606728729244,10.853776204093531,5,-540,-3777,238
241,2009-08-30,4.699892057132089,11.185564319319136,6,-539,-3776,239
242,2009-08-31,5.318246806201564,11.10737422630216,0,-539,-3775,240
243,2009-09-01,5.092130940114513,11.199769377047938,1,-539,-3774,241
244,2009-09-02,5.865169479950786,11.705269230149783,2,-539,-3773,242
245,2009-09-03,6.457318027994134,11.741367436483234,3,-539,-3772,243
246,2009-09-04,5.945502472537113,11.633905684944137,4,-539,-3771,244
247,2009-09-05,5.67757785346938,11.158814142460457,5,-539,-3770,245
248,2009-09-06,5.351728289661187,11.096163044467772,6,-538,-3769,246
249,2009-09-07,5.2854910676837275,10.853824291540723,0,-538,-3768,247
250,2009-09-08,5.034441171825866,11.852169278811392,1,-538,-3767,248
251,2009-09-09,5.811325140808297,11.372952170578214,2,-538,-3766,249
252,2009-09-10,4.916253569982789,10.7536414125584,3,-538,-3765,250
253,2009-09-11,5.409377089821007,10.032501218722587,4,-538,-3764,251
254,2009-09-12,4.991957617369426,10.218931797871896,5,-538,-3763,252
255,2009-09-13,5.605780108551288,10.755033835817464,6,-537,-3762,253
256,2009-09-14,5.440356097829854,11.551350436008152,0,-537,-3761,254
257,2009-09-15,5.695901649038513,12.522437005065134,1,-537,-3760,255
258,2009-09-16,5.397590904134379,12.706035091893403,2,-537,-3759,256
259,2009-09-17,5.5129562512599914,11.66181967911393,3,-537,-3758,257
260,2009-09-18,4.5665134043698785,10.9014509155638,4,-537,-3757,258
261,2009-09-19,5.055949682247803,11.226560186595918,5,-537,-3756,259
262,2009-09-20,5.642211959877949,11.273481133706971,6,-536,-3755,260
263,2009-09-21,5.566298159225033,10.279311820046962,0,-536,-3754,261
264,2009-09-22,5.410694395072335,11.30716321600117,1,-536,-3753,262
265,2009-09-23,4.585867357637881,11.154305776126268,2,-536,-3752,263
266,2009-09-24,5.668612179095594,10.821289196635279,3,-536,-3751,264
267,2009-09-25,6.450697717736338,10.183780395638957,4,-536,-3750,265
268,2009-09-26,5.727004172349755,10.53540178826072,5,-536,-3749,266
269,2009-09-27,5.001891678536352,10.407974790630124,6,-535,-3748,267
270,2009-09-28,5.368630856998141,10.954052790826177,0,-535,-3747,268
271,2009-09-29,4.618550191128523,11.360814749492226,1,-535,-3746,269
272,2009-09-30,4.788457805284196,11.161196674484717,2,-535,-3745,270
273,2009-10-01,5.62727644088084,12.007044866073882,3,-535,-3744,271
274,2009-10-02,4.818193192028257,11.786960149447914,4,-535,-3743,272
275,2009-10-03,4.836767826300165,11.82563051637864,5,-535,-3742,273
276,2009-10-04,5.32758733934568,12.434290500974658,6,-534,-3741,274
277,2009-10-05,5.4939427043809825,11.8176677647317,0,-534,-3740,275
278,2009-10-06,4.833437899588692,11.046973956651033,1,-534,-3739,276
279,2009-10-07,5.119987888165227,11.470225743145381,2,-534,-3738,277
280,2009-10-08,6.232494794315483,11.015088767702803,3,-534,-3737,278
281,2009-10-09,6.077474686083403,11.223672126016455,4,-534,-3736,279
282,2009-10-10,5.956719103326192,9.954458285668515,5,-534,-3735,280
283,2009-10-11,5.977185186788819,11.92396571303065,6,-533,-3734,281
284,2009-10-12,6.3383250194198,11.298611419522864,0,-533,-3733,282
285,2009-10-13,6.070245562427652,12.101551001349739,1,-533,-3732,283
286,2009-10-14,6.669135648626794,11.302620604861962,2,-533,-3731,284
287,2009-10-15,6.676472325183296,11.02742407089222,3,-533,-3730,285
288,2009-10-16,6.708641001640655,11.02272448057175,4,-533,-3729,286
289,2009-10-17,6.714897913606339,10.028072407113513,5,-533,-3728,287
290,2009-10-18,5.851800325011093,10.840912441405747,6,-532,-3727,288
291,2009-10-19,6.352250360935069,10.13342288082954,0,-532,-3726,289
292,2009-10-20,5.692159805999817,8.906043707472946,1,-532,-3725,290
293,2009-10-21,6.566684361368558,10.438547184679063,2,-532,-3724,291
294,2009-10-22,5.626704606416535,11.243516051106985,3,-532,-3723,292
295,2009-10-23,7.10845953835902,11.712807342400088,4,-532,-3722,293
296,2009-10-24,5.544375616177486,11.076269946830736,5,-532,-3721,294
297,2009-10-25,6.746489680747618,10.960780717625019,6,-531,-3720,295
298,2009-10-26,6.624977466701291,10.28965553307797,0,-531,-3719,296
299,2009-10-27,7.067145711673678,12.034852210330733,1,-531,-3718,297
300,2009-10-28,7.678984916491586,11.521479624174635,2,-531,-3717,298
301,2009-10-29,6.657495208348462,10.843872443039496,3,-531,-3716,299
302,2009-10-30,7.814105380040146,11.019311970726722,4,-531,-3715,300
303,2009-10-31,8.521931627340981,9.569144475695264,5,-531,-3714,301
304,2009-11-01,8.735044691166454,9.751114786852611,6,-530,-3713,302
305,2009-11-02,9.536927593653697,9.466186227826888,0,-530,-3712,303
306,2009-11-03,9.035700695726147,9.661667816957566,1,-530,-3711,304
307,2009-11-04,9.606496858773172,10.029581666020219,2,-530,-3710,305
308,2009-11-05,9.579066662806719,8.169121729787054,3,-530,-3709,306
309,2009-11-06,9.106035074106437,8.320758327165256,4,-530,-3708,307
310,2009-11-07,10.100281991507833,9.102274891108197,5,-530,-3707,308
311,2009-11-08,8.810325824578374,9.050976623032602,6,-529,-3706,309
312,2009-11-09,8.186495419813333,10.788981597668599,0,-529,-3705,310
313,2009-11-10,7.593639566509671,10.006387660770637,1,-529,-3704,311
314,2009-11-11,8.211406679589714,9.65428704653037,2,-529,-3703,312
315,2009-11-12,8.46294920697014,8.85945825600439,3,-529,-3702,313
316,2009-11-13,8.025551696050613,8.137425494969362,4,-529,-3701,314
317,2009-11-14,8.737853792261728,8.741780084114614,5,-529,-3700,315
318,2009-11-15,8.053192338533334,10.431672464677764,6,-528,-3699,316
319,2009-11-16,8.283008851253022,9.42874944264989,0,-528,-3698,317
320,2009-11-17,9.130331519209427,9.913808780347285,1,-528,-3697,318
321,2009-11-18,9.087107480490284,8.316547949172065,2,-528,-3696,319
322,2009-11-19,8.740347216939492,7.3563530815894715,3,-528,-3695,320
323,2009-11-20,10.042801656755364,8.736700407611103,4,-528,-3694,321
324,2009-11-21,8.957123215409167,8.208530828053421,5,-528,-3693,322
325,2009-11-22,9.551731271497092,8.57106795702778,6,-527,-3692,323
326,2009-11-23,10.061463998301837,9.35294809477617,0,-527,-3691,324
327,2009-11-24,10.697655073400329,10.408398704452242,1,-527,-3690,325
328,2009-11-25,11.06792364724393,10.852339514795098,2,-527,-3689,326
329,2009-11-26,10.774351182861546,11.20962902010045,3,-527,-3688,327
330,2009-11-27,11.08601132798128,9.612536078300144,4,-527,-3687,328
331,2009-11-28,10.317669657457705,8.084920048522369,5,-527,-3686,329
332,2009-11-29,10.381888463530682,9.00580633731119,6,-526,-3685,330
333,2009-11-30,10.770173376940013,9.509446486038986,0,-526,-3684,331
334,2009-12-01,11.120231671982696,9.549554912743174,1,-526,-3683,332
335,2009-12-02,10.548209153923757,9.298316189423206,2,-526,-3682,333
336,2009-12-03,10.216301419987882,9.922347011118884,3,-526,-3681,334
337,2009-12-04,10.382123695142772,10.080887663073979,4,-526,-3680,335
338,2009-12-05,10.619592536640836,9.365547275632156,5,-526,-3679,336
339,2009-12-06,10.15784943404267,10.077176917596164,6,-525,-3678,337
340,2009-12-07,10.534172332640766,9.399229001956934,0,-525,-3677,338
341,2009-12-08,10.202259299636319,10.509382827391814,1,-525,-3676,339
342,2009-12-09,10.252940900949657,10.02833287488031,2,-525,-3675,340
343,2009-12-10,10.831352170732739,9.343414115695941,3,-525,-3674,341
344,2009-12-11,10.569966743248926,9.594343840178988,4,-525,-3673,342
345,2009-12-12,10.407518241197659,10.30318930334651,5,-525,-3672,343
346,2009-12-13,9.945670159524246,8.958217314223033,6,-524,-3671,344
347,2009-12-14,11.644995678839676,9.199541921900273,0,-524,-3670,345
348,2009-12-15,11.394440668758396,10.507950420646095,1,-524,-3669,346
349,2009-12-16,11.411777621198533,9.448849022769132,2,-524,-3668,347
350,2009-12-17,10.790941013727688,10.383155898761826,3,-524,-3667,348
351,2009-12-18,12.772256926974041,9.409138989913195,4,-524,-3666,349
352,2009-12-19,12.976055975737989,8.779738577248018,5,-524,-3665,350
353,2009-12-20,12.383129498341344,5.9992454907431325,6,-523,-3664,351
354,2009-12-21,12.370725686570822,5.289713547125317,0,-523,-3663,352
355,2009-12-22,12.754421396434896,5.452969633104956,1,-523,-3662,353
356,2009-12-23,12.695618649483015,6.241045591346998,2,-523,-3661,354
357,2009-12-24,10.52101717808377,7.780933922449459,3,-523,-3660,355
358,2009-12-25,11.5937318443986,7.563616256823427,4,-523,-3659,356
359,2009-12-26,11.717960922709809,8.465773889758117,5,-523,-3658,357
360,2009-12-27,11.556639321597586,9.382589099910916,6,-522,-3657,358
361,2009-12-28,12.055446348037073,9.041922797208988,0,-522,-3656,359
362,2009-12-29,12.252101729399083,8.572638358022115,1,-522,-3655,360
363,2009-12-30,12.471343813188112,9.184269552624208,2,-522,-3654,361
364,2009-12-31,12.919282823230924,10.134571555177983,3,-522,-3653,362
365,2010-01-01,12.048027290839597,9.4280726406714,4,-522,-3652,363
366,2010-01-02,12.2561705878426,8.401283962536096,5,-522,-3651,364
367,2010-01-03,13.204918739754108,7.911966085998098,6,-521,-3650,0
368,2010-01-04,11.569588055975228,6.643764212812337,0,-521,-3649,1
369,2010-01-05,12.762119026578114,6.564765614348097,1,-521,-3648,2
370,2010-01-06,13.229209977770827,6.17358920450525,2,-521,-3647,3
371,2010-01-07,12.67544360769855,6.487496281160532,3,-521,-3646,4
372,2010-01-08,11.817438293907243,7.351364597907268,4,-521,-3645,5
373,2010-01-09,13.003972473384334,7.287968061303839,5,-521,-3644,6
374,2010-01-10,12.765095776943465,4.764042660722552,6,-520,-3643,7
375,2010-01-11,13.211613595059346,3.4758276458568926,0,-520,-3642,8
376,2010-01-12,12.241136235339741,3.364062743901468,1,-520,-3641,9
377,2010-01-13,13.18003511933187,4.234848566161023,2,-520,-3640,10
378,2010-01-14,12.65615578042786,5.387077970775024,3,-520,-3639,11
379,2010-01-15,12.306853285509836,8.049530902949671,4,-520,-3638,12
380,2010-01-16,12.265377463836606,9.925336615086055,5,-520,-3637,13
381,2010-01-17,12.364694479494826,9.510525562547505,6,-519,-3636,14
382,2010-01-18,12.571948005347265,7.9439188945435575,0,-519,-3635,15
383,2010-01-19,12.010625862908805,8.2448835568955,1,-519,-3634,16
384,2010-01-20,12.291534824515518,8.190028226246472,2,-519,-3633,17
385,2010-01-21,12.051537262560807,8.848046489392921,3,-519,-3632,18
